Date,Time,Point,Comment,Weather
2021-05-02,2021-05-02 07:19:00,isogo,お早う御座います、今朝の磯子は天気も良く日差しも暖かいですが、南西の風が強く吹いており日中さらに風が強く吹く予報が出てています。現在横浜市に強風注意報が発令されております。当施設では風速15ｍ/sを常時観測しますと釣り中止、桟橋閉場となりますのでご了承ください。本日の潮；中潮、満潮；6:59/21:57、干潮；1:47/14:26天気；快晴、水温17.5℃、気温19.0℃、風；南西6〜9m/s。,晴
2021-05-02,2021-05-02 12:50:00,isogo,,晴
2021-05-02,2021-05-02 15:02:00,isogo,釣り場一時避難となっておりましたが、風がやや弱まり14:53に釣り場再開いたしました。引き続き風が強い予報が出ております。当施設では常時風速15ｍ以上の風を観測いたしますと釣り中止、桟橋閉鎖になりますので予めご了承ください。(磯子15:02)。,晴
2021-05-02,2021-05-02 15:20:00,daikoku,避難解除いたしました。まだ10ｍ程度の風は吹いていますが、安全確認出来ましたので釣り場再開といたしました。(大黒15:20)。,晴
2021-05-02 00:00:00,2021-05-02 00:00:00,honmoku,天気：気温：14.0℃水温：16.5℃風向：西風速：1〜4ｍ潮：中潮満潮：7：03／22：19干潮：2：01／14：34警報/注意報：強風注意報、波浪注意報、雷注意報。,晴
2021-05-02 00:00:00,2021-05-02 04:27:00,daikoku,昨日の大雨もあがり、今朝の大黒は晴れていて最高気温も20℃ほどまであがりそうです。しかし、横浜市には強風・波浪・雷注意報が出ています。現在は南西の風が４〜６ｍ/sですがお昼ごろから風が強まる予報となっています。午後の風に備えて上着の用意とコロナ感染予防対策をしてお越し下さい。日没後は急速に暗くなりますので、ヘッドライト等の照明器具をご用意下さい。,晴
2021-05-02 00:00:00,2021-05-02 05:30:00,honmoku,天気:気温:14.0°C水温:16.5°C風向:西風速:1〜4m潮:中潮満潮:7:03/22:19干潮:2:01/14:34警報/注意報:強風注意報、波浪注意報、雷注意報。,
2021-05-02 00:00:00,2021-05-02 07:12:00,daikoku,桟橋安全巡回時の釣果情報内側中央/サバ30僉Ε▲検Εタクチイワシ/足元のサビキ釣りで釣れています。内側先端/カタクチイワシ外側中央/コノシロ・カタクチイワシ外側手前/コノシロ・カタクチイワシケーソン/クロダイ35/落とし込み釣りです。(大黒7:12）。,晴
2021-05-02 00:00:00,2021-05-02 07:19:00,isogo,お早う御座います、今朝の磯子は天気も良く日差しも暖かいですが、南西の風が強く吹いており日中さらに風が強く吹く予報が出てています。現在横浜市に強風注意報が発令されております。当施設では風速15ｍ/sを常時観測しますと釣り中止、桟橋閉場となりますのでご了承ください。本日の潮；中潮、満潮；6:59/21:57、干潮；1:47/14:26天気；快晴、水温17.5℃、気温19.0℃、風；南西6〜9m/s。,晴
2021-05-02 00:00:00,2021-05-02 09:03:00,daikoku,桟橋安全巡回時の釣果情報外側先端/サヨリ25僉Εタクチイワシ外側中央/カタクチイワシ(大黒9:03）。,晴
2021-05-02 00:00:00,2021-05-02 10:13:00,daikoku,桟橋安全巡回時の釣果情報外側中央/カタクチイワシ(大黒10:13）。,晴
2021-05-02 00:00:00,2021-05-02 10:51:00,daikoku,只今、釣り場は大変混んでいます。しかし、風が徐々に強くなり現在は南西の風16m〜17m吹いています。このあと、さらに風が強くなる予報です。当施設は、風速18m以上の風を常時計測いたしますと釣り場避難または閉鎖となってしまいます。(大黒10:51)写真を1枚追記いたしました。(11:11)。,晴れ
2021-05-02 00:00:00,2021-05-02 11:11:00,daikoku,只今、釣り場は大変混んでいます。しかし、風が徐々に強くなり現在は南西の風16m〜17m吹いています。このあと、さらに風が強くなる予報です。当施設は、風速18m以上の風を常時計測いたしますと釣り場避難または閉鎖となってしまいます。（大黒10：51）写真を1枚追記いたしました。（11:11）。,晴
2021-05-02 00:00:00,2021-05-02 11:24:00,daikoku,桟橋安全巡回時の釣果情報内側手前/メジナ25/サビキ釣りです。(大黒11:24）。,晴
2021-05-02 00:00:00,2021-05-02 11:55:00,daikoku,只今、風速20m以上を頻繁に計測しているため釣り場から一時避難となっています。このあと、風がおさまるようでしたら釣り場を開放しますが、風がおさまらないようでしたらそのまま閉鎖となります。（大黒11:55）。,晴
2021-05-02 00:00:00,2021-05-02 12:50:00,isogo,,晴
2021-05-02 00:00:00,2021-05-02 13:31:00,isogo,只今、南西の風が常時16ｍ〜17ｍ吹いており最大で風速23ｍ以上の風も観測しており。釣り中止、一時避難となりました、再開の見込みについては未定です。(磯子13:31）。,晴
2021-05-02 00:00:00,2021-05-02 13:37:00,daikoku,かぜが全然治まる様子がありません。時折､20mを超す強風が吹いています。風がおさまりましたら釣り場を再開致しますが、風がおさまらない場合は釣り場は閉鎖となることもあります。ご了承下さい。（大黒13:37)。,晴
2021-05-02 00:00:00,2021-05-02 15:02:00,isogo,釣り場一時避難となっておりましたが、風がやや弱まり14:53に釣り場再開いたしました。引き続き風が強い予報が出ております。当施設では常時風速15ｍ以上の風を観測いたしますと釣り中止、桟橋閉鎖になりますので予めご了承ください。(磯子15:02)。,晴
2021-05-02 00:00:00,2021-05-02 15:20:00,daikoku,避難解除いたしました。まだ10ｍ程度の風は吹いていますが、安全確認出来ましたので釣り場再開といたしました。(大黒15:20)。,晴
2021-05-02 00:00:00,2021-05-02 18:36:00,daikoku,,晴
2021-05-03,,daikoku,風も10m以上吹いていて釣りずらい状態です。内側先端でシリヤケイカ（0.6kg）が緑色の餌木で釣れていました。内側を中心にコノシロの群れが入っていて釣れています。カタクチイワシも群れは小さくなりましたが釣れています。（大黒13：58）。,晴れ
2021-05-03,,daikoku,桟橋安全巡回時の釣果情報内側中央/コノシロ内側先端/サバ35僉Ε灰離轡ケーソン/メジナ32/青イソメの落とし込み釣りです。(大黒10:35）。,晴れ
2021-05-03,,daikoku,桟橋安全巡回時の釣果情報内側手前/カタクチイワシ内側中央/コノシロ・カタクチイワシ内側先端/カサゴ・カタクチイワシ外側先端/サバ32僉Ε瓮丱襦Εタクチイワシ外側中央/コノシロ・カタクチイワシケーソン/メジナ28/オキアミ餌の落とし込み釣りです。(大黒7:29）。,晴れ
2021-05-03,,daikoku,風も10m以上吹いていて釣りずらい状態です。内側先端でシリヤケイカ（0.6kg）が緑色の餌木で釣れていました。内側を中心にコノシロの群れが入っていて釣れています。カタクチイワシも群れは小さくなりましたが釣れています。（大黒13：58）。,晴
2021-05-03,,daikoku,桟橋安全巡回時の釣果情報内側中央/コノシロ内側先端/サバ35僉Ε灰離轡ケーソン/メジナ32/青イソメの落とし込み釣りです。(大黒10:35）。,晴
2021-05-03,,daikoku,桟橋安全巡回時の釣果情報内側手前/カタクチイワシ内側中央/コノシロ・カタクチイワシ内側先端/カサゴ・カタクチイワシ外側先端/サバ32僉Ε瓮丱襦Εタクチイワシ外側中央/コノシロ・カタクチイワシケーソン/メジナ28/オキアミ餌の落とし込み釣りです。(大黒7:29）。,晴
2021-05-03,,daikoku,風も10m以上吹いていて釣りずらい状態です。内側先端でシリヤケイカ（0.6kg）が緑色の餌木で釣れていました。内側を中心にコノシロの群れが入っていて釣れています。カタクチイワシも群れは小さくなりましたが釣れています。（大黒13：58）。,晴
2021-05-03,,daikoku,桟橋安全巡回時の釣果情報内側中央/コノシロ内側先端/サバ35僉Ε灰離轡ケーソン/メジナ32/青イソメの落とし込み釣りです。(大黒10:35）。,晴
2021-05-03,,daikoku,桟橋安全巡回時の釣果情報内側手前/カタクチイワシ内側中央/コノシロ・カタクチイワシ内側先端/カサゴ・カタクチイワシ外側先端/サバ32僉Ε瓮丱襦Εタクチイワシ外側中央/コノシロ・カタクチイワシケーソン/メジナ28/オキアミ餌の落とし込み釣りです。(大黒7:29）。,晴
2021-05-03,,daikoku,風も10m以上吹いていて釣りずらい状態です。内側先端でシリヤケイカ（0.6kg）が緑色の餌木で釣れていました。内側を中心にコノシロの群れが入っていて釣れています。カタクチイワシも群れは小さくなりましたが釣れています。（大黒13：58）。,晴
2021-05-03,,daikoku,桟橋安全巡回時の釣果情報内側中央/コノシロ内側先端/サバ35僉Ε灰離轡ケーソン/メジナ32/青イソメの落とし込み釣りです。(大黒10:35）。,晴
2021-05-03,,daikoku,桟橋安全巡回時の釣果情報内側手前/カタクチイワシ内側中央/コノシロ・カタクチイワシ内側先端/カサゴ・カタクチイワシ外側先端/サバ32僉Ε瓮丱襦Εタクチイワシ外側中央/コノシロ・カタクチイワシケーソン/メジナ28/オキアミ餌の落とし込み釣りです。(大黒7:29）。,晴
2021-05-03,,honmoku,天気：晴れ気温：13.0℃水温：16.5℃風向：北東風速：0〜3ｍ潮：小潮満潮：7：38／23：46干潮：2：49／15：43警報/注意報：無し。,
2021-05-03,,honmoku,天気：晴れ気温：13.0℃水温：16.5℃風向：北東風速：0〜3ｍ潮：小潮満潮：7：38／23：46干潮：2：49／15：43警報/注意報：無し。,晴
2021-05-03,,honmoku,天気：晴れ気温：13.0℃水温：16.5℃風向：北東風速：0〜3ｍ潮：小潮満潮：7：38／23：46干潮：2：49／15：43警報/注意報：無し。,晴
2021-05-03,,honmoku,天気：晴れ気温：13.0℃水温：16.5℃風向：北東風速：0〜3ｍ潮：小潮満潮：7：38／23：46干潮：2：49／15：43警報/注意報：無し。,晴
2021-05-03,,isogo,桟橋全体でコノシロ、イワシが好調です。サビキ釣りのお客様は楽しまれています。(磯子15:12）。,晴れ
2021-05-03,,isogo,東桟橋で投げ釣りのお客様がカレイ、シロギス、ハゼ等が色々釣れていました。(磯子15:08）。,晴れ
2021-05-03,,isogo,南桟橋奥でサビキ釣りでサバ30僂釣れていました。数は出ませんが磯子でも単発でサバが上がっています。(磯子15:05）。,晴れ
2021-05-03,,isogo,桟橋全体でコノシロ、イワシが好調です。サビキ釣りのお客様は楽しまれています。(磯子15:12）。,晴
2021-05-03,,isogo,東桟橋で投げ釣りのお客様がカレイ、シロギス、ハゼ等が色々釣れていました。(磯子15:08）。,晴
2021-05-03,,isogo,南桟橋奥でサビキ釣りでサバ30僂釣れていました。数は出ませんが磯子でも単発でサバが上がっています。(磯子15:05）。,晴
2021-05-03,,isogo,桟橋全体でコノシロ、イワシが好調です。サビキ釣りのお客様は楽しまれています。(磯子15:12）。,晴
2021-05-03,,isogo,東桟橋で投げ釣りのお客様がカレイ、シロギス、ハゼ等が色々釣れていました。(磯子15:08）。,晴
2021-05-03,,isogo,南桟橋奥でサビキ釣りでサバ30僂釣れていました。数は出ませんが磯子でも単発でサバが上がっています。(磯子15:05）。,晴
2021-05-03,,isogo,桟橋全体でコノシロ、イワシが好調です。サビキ釣りのお客様は楽しまれています。(磯子15:12）。,晴
2021-05-03,,isogo,東桟橋で投げ釣りのお客様がカレイ、シロギス、ハゼ等が色々釣れていました。(磯子15:08）。,晴
2021-05-03,,isogo,南桟橋奥でサビキ釣りでサバ30僂釣れていました。数は出ませんが磯子でも単発でサバが上がっています。(磯子15:05）。,晴
2021-05-03,2021-05-03 04:33:00,daikoku,昨日の強い風も現在は、おさまり穏やかな大黒です。予報では一日晴れとなっておりますが、昼前から南寄りの風が強まりそうです。飛ばされやすいお荷物やお子様には充分ご注意ください。『出来るだけ静かな釣りを心がけて頂きますようお願致します。』日没後は急速に暗くなりますので、ヘッドライト等の照明器具が必要です。,晴
2021-05-03,2021-05-03 05:05:00,daikoku,写真追加…日の出が美しい好天です。この時間は、北寄りの風で肌寒く感じます。(大黒5:05)。,晴
2021-05-03,2021-05-03 07:20:00,isogo,今朝の磯子は晴れ、波風共に弱くこの時期らしい気候です。昼過ぎから風が強く吹く予報が出ています。当施設では風速15ｍ/sを常時観測しますと釣り中止、桟橋閉場となりますのでご了承ください。本日の潮；小潮、満潮；7:36/23:30、干潮；2:37/15:26天気；快晴、水温16.5℃、気温16.0℃、風；北東3~4m/s。,晴
2021-05-03,2021-05-03 11:00:00,isogo,桟橋全体でコノシロが釣れています。現在、南西風が10ｍ程吹きだしています。(磯子11:00)。,晴
2021-05-03,2021-05-03 11:03:00,isogo,南桟橋奥で、アジ、イワシが釣れています。イワシに混じって、全体で小さなサバも釣れています。(磯子11:03)。,晴
2021-05-03,2021-05-03 11:07:00,isogo,いつもご利用のお客様が、美味しそうな「めざし」を作っていらっしゃいました。(磯子11:07)。,晴
2021-05-03 00:00:00,2021-05-03 00:00:00,daikoku,風も10m以上吹いていて釣りずらい状態です。内側先端でシリヤケイカ（0.6kg）が緑色の餌木で釣れていました。内側を中心にコノシロの群れが入っていて釣れています。カタクチイワシも群れは小さくなりましたが釣れています。（大黒13：58）。,晴
2021-05-03 00:00:00,2021-05-03 00:00:00,honmoku,天気：晴れ気温：13.0℃水温：16.5℃風向：北東風速：0〜3ｍ潮：小潮満潮：7：38／23：46干潮：2：49／15：43警報/注意報：無し。,晴
2021-05-03 00:00:00,2021-05-03 04:33:00,daikoku,昨日の強い風も現在は、おさまり穏やかな大黒です。予報では一日晴れとなっておりますが、昼前から南寄りの風が強まりそうです。飛ばされやすいお荷物やお子様には充分ご注意ください。『出来るだけ静かな釣りを心がけて頂きますようお願致します。』日没後は急速に暗くなりますので、ヘッドライト等の照明器具が必要です。,晴
2021-05-03 00:00:00,2021-05-03 05:05:00,daikoku,写真追加…日の出が美しい好天です。この時間は、北寄りの風で肌寒く感じます。(大黒5:05)。,晴
2021-05-03 00:00:00,2021-05-03 07:20:00,isogo,今朝の磯子は晴れ、波風共に弱くこの時期らしい気候です。昼過ぎから風が強く吹く予報が出ています。当施設では風速15ｍ/sを常時観測しますと釣り中止、桟橋閉場となりますのでご了承ください。本日の潮；小潮、満潮；7:36/23:30、干潮；2:37/15:26天気；快晴、水温16.5℃、気温16.0℃、風；北東3~4m/s。,晴
